-0.19012356	-0.16757181	-0.17834294	-0.13859764	-0.12938686	0.12609185	-0.19920501	0.14844747	0.16703245	-0.15707645	-0.22754656	-0.17201929	-0.18079357	-0.13707769	-0.19879954	-0.18766901
0.018698158	-0.0056873793	-0.009717813	-0.03683644	-0.0017236912	0.08103147	0.0072305393	-0.027168514	0.05253638	-0.069605365	-0.034271196	-0.05095622	-0.08053712	-0.033483744	0.01806765	-0.01483513
0.017687386	0.058694813	0.054458473	0.03237903	0.0652027	-0.017421912	0.07859489	-0.07932651	-0.051667072	0.023969403	0.064724304	0.063800186	0.09037136	0.06749288	0.016607963	0.04261629
-0.060072243	-0.031971022	-0.035103902	-0.11799319	-0.03557779	0.09130269	-0.061560165	0.07120464	0.05022854	-0.1199395	-0.12183976	-0.1068404	-0.112160206	-0.09074242	-0.09099244	-0.10156416
-0.19952214	-0.22143269	-0.2102972	-0.42752385	-0.23701769	0.28810453	-0.22941908	0.29044524	0.27097696	-0.326286	-0.3453051	-0.19511673	-0.3137736	-0.36971244	-0.25580722	-0.28198823
0.0834194	0.10586554	0.11129911	0.060358755	0.08442964	-0.13431334	0.16558003	-0.09718725	-0.105830155	0.07054357	0.060080543	0.1465189	0.06593767	0.10041197	0.083070464	0.0876542
0.044825386	0.05839966	0.07091216	0.08396901	0.052087195	-0.10312041	0.100861475	-0.05869624	-0.038995802	0.065532885	0.068906724	0.015854564	0.08459467	0.045274034	0.063674636	0.1235233
-0.13136439	-0.103974134	-0.09625574	-0.18053667	-0.06077334	0.084343486	-0.11245879	0.13980444	0.07918126	-0.17128095	-0.18825671	-0.1066025	-0.15181094	-0.1441996	-0.11463828	-0.074546985
-0.14031638	-0.18176839	-0.13361205	-0.29890344	-0.20067632	0.25877857	-0.18644	0.1465144	0.17533973	-0.27626076	-0.29017696	-0.15132485	-0.27478352	-0.2836418	-0.24742639	-0.20538735
0.04435033	0.091999255	0.013537429	0.13989589	0.015809057	-0.05558787	0.10593384	-0.02477336	-0.08828743	0.08332683	0.12459344	0.095826335	0.14079109	0.13706397	0.1254189	0.077533565
-0.066828154	-0.08776579	-0.023731977	-0.13636877	0.0033582838	0.08209186	-0.052191675	0.06724574	0.019515375	-0.13857174	-0.14999619	-0.009330676	-0.0716748	-0.076349035	-0.09118262	-0.038525324
-0.20954749	-0.114320666	-0.2167232	-0.11662565	-0.19522737	0.13298535	-0.1278573	0.1300932	0.16714534	-0.1323923	-0.1042724	-0.1544899	-0.1796613	-0.13560309	-0.19925612	-0.121919565
0.03181966	0.04015408	0.051946837	0.024886947	-0.025500212	-0.079845734	0.05891949	-0.07090466	-0.045233365	0.09280271	0.07252386	0.0624841	0.09081446	0.084877215	0.050010763	-0.0014259239
0.20934695	0.18112561	0.11837599	0.30705523	0.17341596	-0.29771617	0.2174232	-0.14860004	-0.18374236	0.24782252	0.27298838	0.15695228	0.27089888	0.23924488	0.2271115	0.19558656
-0.34339225	-0.2779894	-0.29780376	-0.35427728	-0.24667893	0.29751253	-0.25883314	0.26527753	0.29263118	-0.30543426	-0.2973135	-0.24763381	-0.2752594	-0.2493536	-0.3089044	-0.2584754
0.07437186	0.06356736	0.03394417	0.080925316	0.029972054	-0.09052438	0.044341844	-0.10209799	-0.12563463	0.14695458	0.14396659	0.068175875	0.063110985	0.09768938	0.08461091	0.122829944
0.083901025	0.05025251	0.06827939	0.044206742	0.06088498	-0.1196309	0.101081826	-0.049446	-0.11076025	0.07189208	0.11729318	0.09441474	0.10337682	0.044662137	0.08694661	0.053212825
0.22957763	0.16939054	0.20870218	0.2608468	0.121939614	-0.2854773	0.15678586	-0.16363384	-0.18783951	0.22566535	0.2885735	0.19347176	0.27389774	0.2604189	0.22083986	0.24026415
